index,index_old,category,category_v2,command_kor,command_eng,ir_gt,connected_devices,notes
6,20.0,7.0,C17,1시간마다 미세먼지 농도를 체크해서 200 이상이면 공기청정기를 강풍모드로 설정하고 100 이하이면 미풍모드로 설정해줘.,"Check the fine dust level every hour; if it's 200 or higher, set the air purifier to high speed; if it's 100 or lower, set it to low speed.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 HOUR"", ""body"": [{""op"": ""read"", ""var"": ""fd"", ""src"": ""AirQualitySensor.FineDustLevel""}, {""op"": ""if"", ""cond"": ""$fd >= 200"", ""then"": [{""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}], ""else"": [{""op"": ""if"", ""cond"": ""$fd <= 100"", ""then"": [{""op"": ""call"", ""target"": ""AirPurifier.SetAirPurifierMode"", ""args"": {""Mode"": ""high""}}], ""else"": []}]}]}]}","{""Living_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Living"", ""AirQualitySensor""]}, ""Bedroom_AQ"": {""category"": [""AirQualitySensor""], ""tags"": [""Bedroom"", ""AirQualitySensor""]}, ""Living_AP"": {""category"": [""AirPurifier""], ""tags"": [""Living"", ""AirPurifier""]}, ""Bedroom_AP"": {""category"": [""AirPurifier""], ""tags"": [""Bedroom"", ""AirPurifier""]}}",
7,21.0,7.0,C17,5분마다 체크해서 충전기가 완충됐으면 충전기를 꺼줘.,"Check every 5 minutes; if the charger is fully charged, turn it off.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""5 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""Charger.ChargingState == \""fullyCharged\"""", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}]}","{""Main_Charger"": {""category"": [""Charger"", ""Switch""], ""tags"": [""Main"", ""Charger""]}, ""Garage_Charger"": {""category"": [""Charger"", ""Switch""], ""tags"": [""Garage"", ""Charger""]}}",
11,22.0,7.0,C15,크리스마스가 되면 불을 빨간색으로 바꿔줘.,"When the Christmas arrives, change the light color to red.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 12 * *""}, {""op"": ""call"", ""target"": ""Light.MoveToColor"", ""args"": {""ColorX"": 0.675, ""ColorY"": 0.322, ""TransitionTime"": 0.0}}]}","{""Living_Light"": {""category"": [""Light""], ""tags"": [""Living"", ""Light""]}, ""Bedroom_Light"": {""category"": [""Light""], ""tags"": [""Bedroom"", ""Light""]}}",
12,23.0,7.0,C15,"크리스마스에 1시간마다 스피커로 ""Christmas.mp3""을 재생해줘.","Every hour on Christmas, play 'Christmas.mp3' through the speaker.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 * 25 12 *""}, {""op"": ""call"", ""target"": ""Speaker.Play"", ""args"": {""MediaSource"": ""Christmas.mp3""}}]}","{""Living_Speaker"": {""category"": [""Speaker""], ""tags"": [""Living"", ""Speaker""]}, ""Bedroom_Speaker"": {""category"": [""Speaker""], ""tags"": [""Bedroom"", ""Speaker""]}}",
4,25.0,7.0,C18,지금부터 오후 3시까지 10분마다 긴급 사이렌을 5초간 울렸다 꺼줘.,"Every 10 minutes from now until 3 PM, sound the emergency siren for 5 seconds and then turn it off.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": ""clock.time >= 1500"", ""period"": ""10 MIN"", ""body"": [{""op"": ""call"", ""target"": ""Siren.SetSirenMode"", ""args"": {""Mode"": ""emergency""}}, {""op"": ""delay"", ""duration"": ""5 SEC""}, {""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}]}]}","{""Main_Siren"": {""category"": [""Siren"", ""Switch""], ""tags"": [""Main"", ""Siren""]}, ""Entrance_Siren"": {""category"": [""Siren"", ""Switch""], ""tags"": [""Entrance"", ""Siren""]}}",
8,28.0,7.0,C17,"그룹 2에 속한 습도 센서들을 1분마다 체크해서 모두 50% 이상이면, 모든 제습기를 리프레쉬 모드로 설정해줘.","Every minute, if the humidity of all sensors in Group2 is 50% or higher, set all dehumidifiers to refresh mode.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 MIN"", ""body"": [{""op"": ""if"", ""cond"": ""HumiditySensor.Humidity >= 50"", ""then"": [{""op"": ""call"", ""target"": ""Dehumidifier.SetDehumidifierMode"", ""args"": {""Mode"": ""refreshing""}}], ""else"": []}]}]}","{""Grp2_Hum_1"": {""category"": [""HumiditySensor""], ""tags"": [""Group2"", ""HumiditySensor"", ""North""]}, ""Grp2_Hum_2"": {""category"": [""HumiditySensor""], ""tags"": [""Group2"", ""HumiditySensor"", ""South""]}, ""Grp1_Hum_1"": {""category"": [""HumiditySensor""], ""tags"": [""Group1"", ""HumiditySensor"", ""East""]}, ""Dehum_1"": {""category"": [""Dehumidifier"", ""Switch""], ""tags"": [""Main"", ""Dehumidifier"", ""Switch""]}, ""Dehum_2"": {""category"": [""Dehumidifier"", ""Switch""], ""tags"": [""Backup"", ""Dehumidifier"", ""Switch""]}}",
13,29.0,7.0,C15,밤 11시에 짝수 태그가 붙은 모든 문을 닫아줘.,"Every 11 PM, close all doors with even tags.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 23 * * *""}, {""op"": ""call"", ""target"": ""Door.Close"", ""args"": {}}]}","{""Door_2"": {""category"": [""Door""], ""tags"": [""Even"", ""Door"", ""Entrance""]}, ""Door_4"": {""category"": [""Door""], ""tags"": [""Even"", ""Door"", ""Back""]}, ""Door_1"": {""category"": [""Door""], ""tags"": [""Odd"", ""Door"", ""Side""]}}",
14,30.0,7.0,C15,매일 아침 7시에 구역1에 있는 모든 블라인드를 올려줘.,"Every morning at 7 AM, open all blinds in Zone 1.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 7 * * *""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}]}","{""Z1_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Sector1"", ""Blind"", ""WindowCovering""]}, ""Z1_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""Sector1"", ""Blind"", ""WindowCovering""]}, ""Z2_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Sector2"", ""Blind"", ""WindowCovering""]}}",
5,31.0,7.0,C16,"밤 7시에 1층에 사람이 없으면 1층 불을 다 꺼주고, 1시간 뒤에 2층에 사람이 없으면 2층 불을 다 꺼줘.","Every 7 PM, if no one is detected on the 1st floor, turn off all lights on floor 1; then 1 hour later, if no one is detected on the 2nd floor, turn off all lights on floor 2.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 19 * * *""}, {""op"": ""if"", ""cond"": ""PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}, {""op"": ""delay"", ""duration"": ""1 HOUR""}, {""op"": ""if"", ""cond"": ""PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}","{""F1_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Floor1"", ""PresenceSensor""]}, ""F3_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Floor3"", ""PresenceSensor""]}, ""F2_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Floor2"", ""PresenceSensor""]}, ""F1_Light_1"": {""category"": [""Light"", ""Switch""], ""tags"": [""Floor1"", ""Light"", ""Switch""]}, ""F1_Light_2"": {""category"": [""Light"", ""Switch""], ""tags"": [""Floor1"", ""Light"", ""Switch""]}, ""F2_Light_1"": {""category"": [""Light"", ""Switch""], ""tags"": [""Floor2"", ""Light"", ""Switch""]}, ""F2_Light_2"": {""category"": [""Light"", ""Switch""], ""tags"": [""Floor2"", ""Light"", ""Switch""]}, ""F3_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Floor3"", ""Light"", ""Switch""]}}",
9,32.0,7.0,C17,"섹터1의 모든 도어락을 1시간마다 확인해서, 하나라도 열려 있으면 해당 섹터의 모든 조명을 빨간색으로 바꿔줘.","Check all door locks in Sector 1 every hour; if any one is open, change all lights in that sector to red.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""now""}, {""op"": ""cycle"", ""until"": null, ""period"": ""1 HOUR"", ""body"": [{""op"": ""call"", ""target"": ""DoorLock.DoorLockState"", ""args"": {}}, {""op"": ""if"", ""cond"": ""DoorLock.DoorLockState == \""open\"""", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToColor"", ""args"": {""ColorX"": 0.675, ""ColorY"": 0.322, ""TransitionTime"": 0.0}}], ""else"": []}]}]}","{""S1_Lock_1"": {""category"": [""DoorLock""], ""tags"": [""Sector1"", ""DoorLock""]}, ""S1_Lock_2"": {""category"": [""DoorLock""], ""tags"": [""Sector1"", ""DoorLock""]}, ""S2_Lock"": {""category"": [""DoorLock""], ""tags"": [""Sector2"", ""DoorLock""]}, ""S1_Light_1"": {""category"": [""Light"", ""ColorControl""], ""tags"": [""Sector1"", ""Light"", ""ColorControl""]}, ""S1_Light_2"": {""category"": [""Light"", ""ColorControl""], ""tags"": [""Sector1"", ""Light"", ""ColorControl""]}, ""S2_Light"": {""category"": [""Light"", ""ColorControl""], ""tags"": [""Sector2"", ""Light"", ""ColorControl""]}}",
6,33.0,7.0,C16,평일 오후 6시에 사무실의 재실 센서가 부재 상태를 나타내면 사무실 에어컨과 가습기를 전부 꺼줘.,"At 6 PM on weekdays, if presence sensors in the office show no presence, turn off all air conditioners and humidifiers in the office.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 18 * * 1-5""}, {""op"": ""if"", ""cond"": ""PresenceSensor.Presence == false"", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}], ""else"": []}]}","{""Off_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Office"", ""PresenceSensor""]}, ""Home_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Home"", ""PresenceSensor""]}, ""Off_AC_1"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Office"", ""AirConditioner"", ""Switch""]}, ""Off_AC_2"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Office"", ""AirConditioner"", ""Switch""]}, ""Off_Hum_1"": {""category"": [""Humidifier"", ""Switch""], ""tags"": [""Office"", ""Humidifier"", ""Switch""]}, ""Off_Hum_2"": {""category"": [""Humidifier"", ""Switch""], ""tags"": [""Office"", ""Humidifier"", ""Switch""]}, ""Home_AC"": {""category"": [""AirConditioner"", ""Switch""], ""tags"": [""Home"", ""AirConditioner"", ""Switch""]}}",
15,34.0,7.0,C15,"매일 아침 8시에 홀수 태그 블라인드를 다 열어주고, 1시간 뒤에 짝수 태그 블라인드를 다 열어줘.","Every 8 AM, open all blinds with odd tags, then 1 hour later open all blinds with even tags.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 8 * * *""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}, {""op"": ""delay"", ""duration"": ""1 HOUR""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}]}","{""Odd_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Odd"", ""Blind"", ""WindowCovering""]}, ""Odd_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""Odd"", ""Blind"", ""WindowCovering""]}, ""Even_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Even"", ""Blind"", ""WindowCovering""]}, ""Even_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""Even"", ""Blind"", ""WindowCovering""]}, ""Fixed_Window"": {""category"": [""WindowCovering""], ""tags"": [""Fixed"", ""WindowCovering""]}}",
5,35.0,7.0,C18,"주말 동안 공장의 모든 펌프를 30분마다 확인해서, 켜진 펌프가 하나라도 있으면 모두 꺼주고 ""test@example.com""에게 ""위험"" 제목으로 ""펌프가 켜졌습니다""라는 내용의 메일 보내줘.","Every 30 minutes during weekends, check all pumps in the factory; if any one is turned on, turn off all pumps and send an email to ""test@example.com"" with the subject 'Risk' and message 'A pump is turned on'.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 */30 * * 6,7""}, {""op"": ""if"", ""cond"": ""Pump.PumpMode == \""on\"" or Pump.PumpMode == \""maximum\"""", ""then"": [{""op"": ""call"", ""target"": ""Switch.Off"", ""args"": {}}, {""op"": ""call"", ""target"": ""EmailProvider.SendMail"", ""args"": {""ToAddress"": ""test@example.com"", ""Title"": ""Risk"", ""Body"": ""A pump is turned on""}}], ""else"": []}]}","{""Fac_Pump_1"": {""category"": [""Pump"", ""Switch""], ""tags"": [""Factory"", ""Pump"", ""Switch""]}, ""Fac_Pump_2"": {""category"": [""Pump"", ""Switch""], ""tags"": [""Factory"", ""Pump"", ""Switch""]}, ""Office_Pump"": {""category"": [""Pump"", ""Switch""], ""tags"": [""Office"", ""Pump"", ""Switch""]}, ""EmailProvider"": {""category"": [""EmailProvider""], ""tags"": [""EmailProvider""]}}",
7,36.0,7.0,C16,"밤 10시에 거실에 사람이 감지되면, 모든 불을 켜줘.","Every 10 PM, if presence is detected in the living room, turn on all lights.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 22 * * *""}, {""op"": ""if"", ""cond"": ""PresenceSensor.Presence == true"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}], ""else"": []}]}","{""LR_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""LivingRoom"", ""PresenceSensor""]}, ""Bedroom_Presence"": {""category"": [""PresenceSensor""], ""tags"": [""Bedroom"", ""PresenceSensor""]}, ""LR_Light"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""LivingRoom"", ""Light"", ""Switch"", ""LevelControl""]}, ""Kitchen_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Kitchen"", ""Light"", ""Switch""]}, ""Bedroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bedroom"", ""Light"", ""Switch""]}}",
8,37.0,7.0,C16,"자정에 복도에 움직임이 감지되면, 복도의 모든 조명을 100%로 켜줘.","At midnight, if motion is detected in the hallway, turn all hallway lights to 100% brightness.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 * * *""}, {""op"": ""if"", ""cond"": ""MotionSensor.Motion == true"", ""then"": [{""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}], ""else"": []}]}","{""Hall_Motion"": {""category"": [""MotionSensor""], ""tags"": [""Hallway"", ""MotionSensor""]}, ""Bedroom_Motion"": {""category"": [""MotionSensor""], ""tags"": [""Bedroom"", ""MotionSensor""]}, ""Hall_Light_1"": {""category"": [""Light"", ""LevelControl""], ""tags"": [""Hallway"", ""Light"", ""LevelControl""]}, ""Hall_Light_2"": {""category"": [""Light"", ""LevelControl""], ""tags"": [""Hallway"", ""Light"", ""LevelControl""]}, ""LR_Light"": {""category"": [""Light"", ""LevelControl""], ""tags"": [""LivingRoom"", ""Light"", ""LevelControl""]}}",
9,38.0,7.0,C16,"자정부터 오전 5시까지 1시간마다 체크해서 문이 하나라도 열려있으면, 복도의 조명을 모두 50%로 켜줘.","Every hour from midnight to 5 AM, if at least one door is open, turn all hallway lights to 50%.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 0 * * *""}, {""op"": ""cycle"", ""until"": ""clock.time >= 0500"", ""period"": ""1 HOUR"", ""body"": [{""op"": ""if"", ""cond"": ""Door.DoorState == \""open\"" or Door.DoorState == \""open\"""", ""then"": [{""op"": ""call"", ""target"": ""LevelControl.MoveToLevel"", ""args"": {""Level"": 50.0, ""Rate"": 0.0}}], ""else"": []}]}]}","{""Front_Door"": {""category"": [""Door""], ""tags"": [""Front"", ""Door""]}, ""Hallway_Door"": {""category"": [""Door""], ""tags"": [""Hallway"", ""Door""]}, ""Hallway_Light_1"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""Hallway"", ""Light"", ""Switch""]}, ""Hallway_Light_2"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""Hallway"", ""Light"", ""Switch""]}, ""Basement_Door"": {""category"": [""Door""], ""tags"": [""Basement"", ""Door""]}, ""Basement_Light"": {""category"": [""Light"", ""Switch"", ""LevelControl""], ""tags"": [""Basement"", ""Light"", ""Switch""]}}","levelControl_moveToLevel(50, 0) migrated to light_moveToBrightness(50, 0.0); rate changed from int 0 to DOUBLE 0.0. all() selectors each need 2+ matching devices."
6,39.0,7.0,C18,"밤 10시부터 11시까지 움직임이 한번도 감지되지 않았으면, 모든 도어락을 잠궈줘.","If no motion is detected between 10 PM and 11 PM, lock all door locks.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 22 * * *""}, {""op"": ""cycle"", ""until"": ""clock.time >= 2300"", ""period"": ""100 MSEC"", ""body"": [{""op"": ""if"", ""cond"": ""not MotionSensor.Motion"", ""then"": [{""op"": ""call"", ""target"": ""DoorLock.Lock"", ""args"": {}}], ""else"": []}]}]}","{""Main_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""Main"", ""MotionSensor""]}, ""Main_DoorLock"": {""category"": [""DoorLock""], ""tags"": [""Main"", ""DoorLock""]}, ""Storage_DoorLock"": {""category"": [""DoorLock""], ""tags"": [""Storage"", ""DoorLock""]}, ""Garage_MotionSensor"": {""category"": [""MotionSensor""], ""tags"": [""Garage"", ""MotionSensor""]}}",ok
16,40.0,7.0,C15,아침 9시에 3층의 짝수 태그가 붙은 블라인드를 모두 올려줘.,"At 9 AM, open all blinds with even tags on the 3rd floor.","{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 9 * * *""}, {""op"": ""call"", ""target"": ""WindowCovering.UpOrOpen"", ""args"": {}}]}","{""F3_Even_Blind_1"": {""category"": [""WindowCovering""], ""tags"": [""Floor3"", ""Even"", ""Blind"", ""WindowCovering""]}, ""F3_Even_Blind_2"": {""category"": [""WindowCovering""], ""tags"": [""Floor3"", ""Even"", ""Blind"", ""WindowCovering""]}, ""F3_Odd_Blind"": {""category"": [""WindowCovering""], ""tags"": [""Floor3"", ""Odd"", ""Blind"", ""WindowCovering""]}, ""F2_Even_Blind"": {""category"": [""WindowCovering""], ""tags"": [""Floor2"", ""Even"", ""Blind"", ""WindowCovering""]}}",ok
17,41.0,7.0,C15,매일 아침 8시에 조명을 켜 줘.,Turn on the light every morning at 8 AM.,"{""timeline"": [{""op"": ""start_at"", ""anchor"": ""cron"", ""cron"": ""0 8 * * *""}, {""op"": ""call"", ""target"": ""Light.MoveToBrightness"", ""args"": {""Brightness"": 100.0, ""Rate"": 0.0}}]}","{""Main_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Main"", ""Light"", ""Switch""]}, ""Bedroom_Light"": {""category"": [""Light"", ""Switch""], ""tags"": [""Bedroom"", ""Light"", ""Switch""]}}",ok
